quarter,result,state,app_count,worker_count,min_yr_sal,avg_yr_sal,max_yr_sal,min_pw,avg_pw,max_pw,avg_decdur,naics5,job,empcity,samest,ssst
2015Q1,DENIED,VA,55,68,45500.0,79237.0,520000.0,35547.0,65232.0,139443.0,5,54151,BUSINESS ANALYST,FAIRFAX-VA,31,56.36
2015Q1,DENIED,VI,2,2,48800.0,54966.0,61132.0,40530.0,50830.0,61131.0,5,61111,MIDDLE SCHOOL SPECIAL EDUCATION TEACHER,ST. THOMAS-VI,1,50.0
2015Q1,DENIED,VT,6,6,74880.0,78773.0,87000.0,72758.0,78801.0,86798.0,4,33911,BIOMEDICAL ENGINEER,NEWPORT-VT,3,50.0
2015Q1,DENIED,WA,43,199,32261.0,96148.0,150000.0,32261.0,84768.0,188581.0,5,45411,ASSURANCE MANAGER - HEALTH CARE,SEATTLE-WA,29,67.44
2015Q1,DENIED,WI,18,19,15080.0,89587.0,325000.0,16765.0,74650.0,244140.0,4,51821,SENIOR PROGRAMMER ANALYST,BROOKFIELD-WI,14,77.78
2015Q1,DENIED,WV,2,2,46406.0,106453.0,166500.0,39260.0,79014.0,118768.0,4,62211,ASSISTANT PROFESSOR,MORGANTOWN-WV,2,100.0
2015Q1,DENIED,WY,1,1,28080.0,28080.0,28080.0,,,,2,51111,REPORTER,BUFFALO-WY,1,100.0
2015Q1,WITHDRAWN,AK,1,1,63536.0,63536.0,63536.0,48901.0,48901.0,48901.0,3,61131,RESEARCH ASSOCIATE (ACADEMIC),FAIRBANKS-AK,1,100.0
2015Q1,WITHDRAWN,AL,5,5,38840.0,61873.0,77315.0,38834.0,56455.0,77314.0,180,44512,STAFF ACCOUNTANT,HUNTSVILLE-AL,5,100.0
2015Q1,WITHDRAWN,AR,22,22,83200.0,122651.0,179850.0,54891.0,98562.0,131269.0,408,45291,SOFTWARE ENGINEER II,BENTONVILLE-AR,1,4.55
2015Q1,WITHDRAWN,AZ,33,45,36800.0,94404.0,170000.0,33384.0,82020.0,142293.0,364,61131,SENIOR PROJECT MANAGER,PHOENIX-AZ,19,57.58
2015Q1,WITHDRAWN,CA,548,621,35360.0,482355.0,208000000.0,28309.0,87586.0,213533.0,350,54151,SOFTWARE ENGINEER,SANTA CLARA-CA,411,75.0
2015Q1,WITHDRAWN,CO,21,49,45989.0,91530.0,230000.0,38376.0,75827.0,209435.0,209,54151,SOFTWARE ENGINEER,COLORADO SPRINGS-CO,15,71.43
2015Q1,WITHDRAWN,CT,37,41,31456.0,98792.0,235625.0,29890.0,80153.0,221250.0,231,52311,RECRUITMENT CONSULTANT,STAMFORD-CT,16,43.24
2015Q1,WITHDRAWN,DC,11,11,39000.0,95249.0,266513.0,28995.0,81351.0,227510.0,96,54172,QA TESTER,WASHINGTON-DC,8,72.73
2015Q1,WITHDRAWN,DE,11,11,38522.0,78101.0,125090.0,35922.0,65436.0,108181.0,260,54151,POSTDOCTORAL RESEARCHER,NEWARK-DE,6,54.55
2015Q1,WITHDRAWN,FL,80,88,38000.0,89039.0,940000.0,34133.0,66161.0,103896.0,142,54151,COMPUTER PROGRAMMER,TAMPA-FL,36,45.0
2015Q1,WITHDRAWN,GA,87,112,31658.0,101969.0,800000.0,28954.0,67181.0,204277.0,85,54151,PROGRAMMER ANALYST,ATLANTA-GA,59,67.82
2015Q1,WITHDRAWN,GU,16,16,30347.0,86893.0,520000.0,24752.0,65375.0,244816.0,1,23622,COMPUTER SYSTEMS ANALYST,TAMUNING-GU,16,100.0
2015Q1,WITHDRAWN,HI,1,1,56826.0,56826.0,56826.0,45635.0,45635.0,45635.0,3,5417,HTR DATABASE SYSTEMS & TECHNOLOGY SPECIALIST,HONOLULU-HI,1,100.0
2015Q1,WITHDRAWN,IA,4,4,44000.0,83498.0,120000.0,30347.0,56860.0,107328.0,218,62151,MEDICAL TECHNOLOGIST,MASON CITY-IA,3,75.0
2015Q1,WITHDRAWN,ID,3,3,38000.0,84371.0,120000.0,30510.0,69954.0,102461.0,354,44611,SENIOR IT ARCHITECT,BOISE-ID,2,66.67
2015Q1,WITHDRAWN,IL,130,169,29437.0,88519.0,230000.0,19530.0,75824.0,197621.0,94,54151,SOFTWARE ENGINEER,CHICAGO-IL,59,45.38
2015Q1,WITHDRAWN,IN,14,14,43500.0,91922.0,233418.0,43202.0,70010.0,106995.0,53,54151,HIGH SCHOOL CHINESE TEACHER,INDIANAPOLIS-IN,11,78.57
2015Q1,WITHDRAWN,KS,8,8,27040.0,53602.0,77250.0,21653.0,48664.0,76232.0,445,61131,PROVIDER,KANSAS CITY-KS,6,75.0
2015Q1,WITHDRAWN,KY,19,19,38000.0,70516.0,101878.0,32800.0,60342.0,101878.0,84,54151,ORACLE APPLICATION DEVELOPER,LOUISVILLE-KY,6,31.58
2015Q1,WITHDRAWN,LA,10,10,43488.0,79669.0,136700.0,39874.0,54441.0,89569.0,122,61131,COMPUTER PROGRAMMER ANALYST,SHREVEPORT-LA,9,90.0
2015Q1,WITHDRAWN,MA,81,96,36483.0,104784.0,875000.0,34029.0,82114.0,250806.0,152,54151,SOFTWARE ENGINEER,BOSTON-MA,47,58.02
2015Q1,WITHDRAWN,MD,38,45,46946.0,102849.0,865116.0,39832.0,67886.0,100173.0,112,54151,BUSINESS ANALYST,BALTIMORE-MD,26,68.42
2015Q1,WITHDRAWN,ME,2,2,43000.0,88500.0,134000.0,35183.0,77266.0,119350.0,0,54171,GRANT/FISCAL MANAGER,ORONO-ME,1,50.0
2015Q1,WITHDRAWN,MI,76,111,36658.0,75694.0,168000.0,33987.0,64447.0,109762.0,37,54151,PROGRAMMER ANALYST,TROY-MI,36,47.37
2015Q1,WITHDRAWN,MN,22,22,44449.0,8537376.0,186035200.0,37794.0,7934133.0,172968640.0,65,54151,PROGRAMMER ANALYST,MINNEAPOLIS-MN,13,59.09
2015Q1,WITHDRAWN,MO,11,11,40706.0,89056.0,160160.0,35734.0,74918.0,135990.0,164,54151,"INFORMATION SECURITY MANAGER, GOVERNANCE AND COMPL",ST. LOUIS-MO,8,72.73
2015Q1,WITHDRAWN,MS,2,2,52000.0,201000.0,350000.0,51792.0,188456.0,325119.0,0,62111,CARDIOLOGIST,MISS. STATE-MS,2,100.0
2015Q1,WITHDRAWN,NC,424,424,28425.0,802904.0,159427840.0,41642.0,70681.0,120557.0,9,54151,APPLICATION DEVELOPER,DURHAM-NC,44,10.38
2015Q1,WITHDRAWN,ND,1,1,40500.0,40500.0,40500.0,38792.0,38792.0,38792.0,0,61131,POSTDOCTORAL RESEARCHER,FARGO-ND,1,100.0
2015Q1,WITHDRAWN,NE,3,3,83273.0,127424.0,200000.0,80642.0,104978.0,153650.0,0,54131,SOUTHWEST REGIONAL ENGINEERING LEADER/ENERGY SECTION LEADER,OMAHA-NE,2,66.67
2015Q1,WITHDRAWN,NH,8,8,60850.0,70719.0,84000.0,45340.0,55198.0,61277.0,398,61310,ASSISTANT PROFESSOR,DURHAM-NH,6,75.0
2015Q1,WITHDRAWN,NJ,259,479,19288.0,85970.0,760000.0,19288.0,368642.0,77962560.0,33,54151,PROGRAMMER ANALYST,EDISON-NJ,85,32.82
2015Q1,WITHDRAWN,NM,1,1,65118.0,65118.0,65118.0,39480.0,39480.0,39480.0,0,61131,ASSISTANT PROFESSOR,LAS CRUCES-NM,1,100.0
2015Q1,WITHDRAWN,NV,5,5,46000.0,64600.0,105000.0,40310.0,48302.0,56930.0,89,6111,MIDDLE SCHOOL TEACHER/COACH,LAS VEGAS-NV,5,100.0
2015Q1,WITHDRAWN,NY,200,204,28995.0,198028.0,19000000.0,28995.0,79954.0,223413.0,181,54151,ASSOCIATE,NEW YORK-NY,157,78.5
2015Q1,WITHDRAWN,OH,41,41,27040.0,75833.0,175000.0,26208.0,64009.0,132517.0,269,54151,PROGRAMMER ANALYST,DUBLIN-OH,21,51.22
2015Q1,WITHDRAWN,OK,12,12,36240.0,97878.0,194646.0,36240.0,77090.0,120390.0,41,61131,CLINICAL ASSISTANT PROFESSOR,OKLAHOMA CITY-OK,10,83.33
2015Q1,WITHDRAWN,OR,14,14,37440.0,80320.0,143500.0,33520.0,71011.0,130125.0,39,54151,PROJECT MANAGER,PORTLAND-OR,10,71.43
2015Q1,WITHDRAWN,PA,49,82,46008.0,80998.0,300000.0,36875.0,67878.0,109117.0,33,54151,PROGRAMMER ANALYST,PHILADELPHIA-PA,32,65.31
2015Q1,WITHDRAWN,RI,5,5,45000.0,104600.0,173500.0,44595.0,86323.0,165963.0,41,55111,PRINCIPAL QUANTITATIVE ANALYST,PROVIDENCE-RI,4,80.0
2015Q1,WITHDRAWN,SC,1,1,44000.0,44000.0,44000.0,39832.0,39832.0,39832.0,0,61131,POST DOCTORAL RESEARCH  ENGINEER,CLEMSON-SC,1,100.0
2015Q1,WITHDRAWN,TN,44,44,39998.0,78678.0,247000.0,32573.0,62453.0,239034.0,488,3336,PROGRAMMER ANALYST,NASHVILLE-TN,18,40.91
2015Q1,WITHDRAWN,TX,289,445,32907.0,106223.0,1250784.0,26166.0,76419.0,197621.0,216,54151,PROGRAMMER ANALYST,HOUSTON-TX,186,64.36
2015Q1,WITHDRAWN,UT,7,7,45760.0,79552.0,105000.0,29952.0,64643.0,99110.0,137,33411,SOFTWARE ENGINEER,SALT LAKE CITY-UT,6,85.71
2015Q1,WITHDRAWN,VA,60,62,24960.0,142592.0,2644200.0,24440.0,71996.0,128773.0,146,54151,SOFTWARE ENGINEER,STERLING-VA,36,60.0
2015Q1,WITHDRAWN,VT,11,11,78000.0,92146.0,130000.0,44574.0,80772.0,114317.0,0,54151,BUSINESS ANALYST,SOUTH BURLINGTON-VT,1,9.09
2015Q1,WITHDRAWN,WA,52,222,44595.0,114561.0,455000.0,37794.0,84530.0,145558.0,142,54151,SOFTWARE DESIGN ENGINEER,SEATTLE-WA,41,78.85
2015Q1,WITHDRAWN,WI,32,32,33280.0,82293.0,250000.0,32698.0,69966.0,187199.0,340,33341,PROGRAM AND POLICY ANALYST-ADVANCED,MILWAUKEE-WI,17,53.12
2015Q1,WITHDRAWN,WV,4,4,61275.0,112107.0,216653.0,41030.0,86867.0,162718.0,162,61131,ASSISTANT PROFESSOR,MORGANTOWN-WV,3,75.0
2015Q1,WITHDRAWN,WY,1,1,57179.0,57179.0,57179.0,57179.0,57179.0,57179.0,0,54151,PROGRAMMER ANALYST,CHEYENNE-WY,1,100.0
2015Q2,CERTIFIED,AK,44,46,35360.0,72321.0,200000.0,16120.0,64904.0,144227.0,5,31171,STAFF ACCOUNTANT,ANCHORAGE-AK,40,90.91
2015Q2,CERTIFIED,AL,474,538,24981.0,66535.0,291200.0,22714.0,57770.0,187199.0,5,54151,SOFTWARE PROGRAMMER,BIRMINGHAM-AL,388,81.86
2015Q2,CERTIFIED,AR,625,687,30190.0,97650.0,500000.0,22277.0,78115.0,279600.0,6,54151,SENIOR SOFTWARE ENGINEER,BENTONVILLE-AR,377,60.32
2015Q2,CERTIFIED,AZ,1280,1619,22000.0,81299.0,395000.0,18680.0,68561.0,260000.0,6,54151,SOFTWARE ENGINEER,PHOENIX-AZ,910,71.09
2015Q2,CERTIFIED,CA,41648,90603,18000.0,99205.0,217981920.0,17763.0,82555.0,181232480.0,6,54151,SOFTWARE ENGINEER,SUNNYVALE-CA,30728,73.78
2015Q2,CERTIFIED,CO,1304,1604,24000.0,82190.0,559998.0,22670.0,70157.0,249829.0,6,54151,PROGRAMMER ANALYST,DENVER-CO,750,57.52
2015Q2,CERTIFIED,CT,2427,6060,21000.0,80689.0,450000.0,18400.0,69013.0,206544.0,6,54151,PROGRAMMER ANALYST,STAMFORD-CT,1320,54.39
2015Q2,CERTIFIED,DC,865,1059,21299.0,79789.0,972500.0,17846.0,67647.0,242341.0,6,54151,SOFTWARE DEVELOPER,WASHINGTON-DC,641,74.1
2015Q2,CERTIFIED,DE,953,1045,35000.0,69370.0,475000.0,30326.0,61938.0,238493.0,6,54151,PROGRAMMER ANALYST,WILMINGTON-DE,499,52.36
2015Q2,CERTIFIED,FL,7052,15054,19190.0,71484.0,780000.0,16800.0,61225.0,252637.0,6,54151,PROGRAMMER ANALYST,TAMPA-FL,4784,67.84
2015Q2,CERTIFIED,GA,7514,9830,24700.0,68925.0,550000.0,16578.0,60165.0,244691.0,6,54151,PROGRAMMER ANALYST,ATLANTA-GA,5567,74.09
2015Q2,CERTIFIED,GU,47,50,36504.0,53740.0,300000.0,32178.0,50209.0,244816.0,7,23622,CIVIL ENGINEER,TAMUNING-GU,47,100.0
2015Q2,CERTIFIED,HI,140,142,18866.0,64414.0,252222.0,16827.0,57021.0,129002.0,6,61131,BUSINESS AND PROJECT ANALYST,HONOLULU-HI,136,97.14
2015Q2,CERTIFIED,IA,692,913,30350.0,82551.0,620000.0,19030.0,68852.0,380900.0,5,54151,SOFTWARE ENGINEER,CEDAR RAPIDS-IA,508,73.41
2015Q2,CERTIFIED,ID,179,180,27643.0,86169.0,250000.0,27643.0,73158.0,149989.0,5,33441,SOFTWARE ENGINEER,BOISE-ID,111,62.01
2015Q2,CERTIFIED,IL,16313,34776,23317.0,77759.0,625000.0,18300.0,67893.0,356900.0,5,5416,PROGRAMMER ANALYST,CHICAGO-IL,6990,42.85
2015Q2,CERTIFIED,IN,1071,1229,22320.0,76480.0,549328.0,17600.0,63200.0,243235.0,6,54151,PROGRAMMER ANALYST,INDIANAPOLIS-IN,873,81.51
2015Q2,CERTIFIED,KS,706,723,27040.0,77110.0,450000.0,16702.0,63298.0,209331.0,6,54151,PROGRAMMER ANALYST,OVERLAND PARK-KS,419,59.35
2015Q2,CERTIFIED,KY,608,844,29600.0,78498.0,526000.0,26582.0,64878.0,235070.0,6,54151,PROGRAMMER ANALYST,LOUISVILLE-KY,297,48.85
2015Q2,CERTIFIED,LA,675,693,22800.0,73117.0,450000.0,20130.0,62395.0,217094.0,6,54151,SYSTEMS ENGINEER (15-1199.02),BATON ROUGE-LA,366,54.22
2015Q2,CERTIFIED,MA,7503,10225,21600.0,85016.0,442000.0,18740.0,71966.0,251000.0,6,54151,SOFTWARE ENGINEER,BOSTON-MA,5237,69.8
2015Q2,CERTIFIED,MD,9900,33375,21299.0,111141.0,405600000.0,21299.0,74946.0,123086080.0,5,54151,DEVELOPER,ROCKVILLE-MD,2174,21.96
2015Q2,CERTIFIED,ME,163,190,34050.0,82929.0,550000.0,34050.0,68257.0,235200.0,5,54151,SR SOFTWARE ENGINEER,PORTLAND-ME,149,91.41
2015Q2,CERTIFIED,MI,9200,20277,26000.0,70058.0,450000.0,21382.0,63344.0,249434.0,6,54151,PROGRAMMER ANALYST,TROY-MI,5730,62.28
2015Q2,CERTIFIED,MN,1518,2201,23030.0,81838.0,800000.0,22339.0,69704.0,297616.0,6,54151,SOFTWARE ENGINEER,MINNEAPOLIS-MN,1051,69.24
2015Q2,CERTIFIED,MO,1688,1845,22880.0,80109.0,400000.0,17370.0,68045.0,229195.0,5,54151,PROGRAMMER ANALYST,ST. LOUIS-MO,1085,64.28
2015Q2,CERTIFIED,MS,133,135,24500.0,94092.0,624000.0,22194.0,70415.0,324694.0,6,61131,VASCULAR SURGEON,JACKSON-MS,120,90.23
2015Q2,CERTIFIED,MT,23,24,24378.0,92887.0,660000.0,23580.0,61101.0,178381.0,6,62211,POSTDOCTORAL RESEARCHER,BOZEMAN-MT,21,91.3
2015Q2,CERTIFIED,NC,8961,9235,23400.0,78380.0,325000.0,17610.0,67752.0,193987.0,7,54151,APPLICATION DEVELOPER,DURHAM-NC,2218,24.75
2015Q2,CERTIFIED,ND,133,137,26000.0,121620.0,712500.0,23587.0,75398.0,217244.0,6,62211,HOSPITALIST,FARGO-ND,98,73.68
2015Q2,CERTIFIED,NE,377,381,28018.0,547567.0,176800000.0,21694.0,67148.0,505069.0,6,54151,SOFTWARE DEVELOPER,OMAHA-NE,261,69.23
2015Q2,CERTIFIED,NH,563,681,30000.0,76560.0,350000.0,26832.0,64040.0,181480.0,6,54151,PROGRAMMER ANALYST,NASHUA-NH,391,69.45
2015Q2,CERTIFIED,NJ,39753,79738,21000.0,77255.0,176800000.0,16890.0,63063.0,248352.0,6,54151,PROGRAMMER ANALYST,EDISON-NJ,17158,43.16
2015Q2,CERTIFIED,NM,230,327,30000.0,82242.0,490000.0,26832.0,60599.0,192005.0,5,54151,PUBLIC SCHOOL TEACHER,ALBUQUERQUE-NM,183,79.57
2015Q2,CERTIFIED,NV,394,438,32240.0,78854.0,400000.0,26707.0,67772.0,228800.0,6,54151,PROGRAMMER ANALYST,LAS VEGAS-NV,269,68.27
2015Q2,CERTIFIED,NY,16929,28806,19760.0,90685.0,135200000.0,16640.0,75109.0,99939840.0,6,54151,ANALYST,NEW YORK-NY,12784,75.52
2015Q2,CERTIFIED,OH,3921,6264,20000.0,70582.0,700000.0,17970.0,62434.0,310500.0,6,54151,PROGRAMMER ANALYST,DUBLIN-OH,2852,72.74
2015Q2,CERTIFIED,OK,407,432,25000.0,67778.0,481951.0,16827.0,53293.0,339540.0,6,61131,ASSISTANT PROFESSOR,OKLAHOMA CITY-OK,377,92.63
2015Q2,CERTIFIED,OR,814,818,26624.0,75587.0,283100.0,25813.0,67153.0,206170.0,5,54151,PROGRAMMER ANALYST,BEAVERTON-OR,424,52.09
2015Q2,CERTIFIED,PA,9350,71134,17000.0,88345.0,550000.0,16702.0,67558.0,307211.0,6,54161,PROGRAMMER ANALYST,PHILADELPHIA-PA,4652,49.75
2015Q2,CERTIFIED,PR,36,36,34320.0,60715.0,162500.0,31387.0,51828.0,90709.0,6,54151,RADIO FREQUENCY SPECIALIST,SAN JUAN-PR,31,86.11
2015Q2,CERTIFIED,RI,340,356,37000.0,98763.0,260000.0,31346.0,80747.0,146994.0,5,44611,PHARMACIST,WOONSOCKET-RI,188,55.29
2015Q2,CERTIFIED,SC,448,477,26000.0,71172.0,420000.0,22560.0,60180.0,214240.0,6,54151,COMPUTER PROGRAMMER ANALYST,COLUMBIA-SC,361,80.58
2015Q2,CERTIFIED,SD,91,92,32968.0,90048.0,450000.0,31512.0,77526.0,279230.0,5,54151,SR. COMPUTER SYSTEMS ANALYST,PIERRE-SD,83,91.21
2015Q2,CERTIFIED,TN,1094,1472,27812.0,81071.0,500000.0,16723.0,64328.0,250806.0,5,3336,PROGRAMMER ANALYST,NASHVILLE-TN,575,52.56
2015Q2,CERTIFIED,TX,42017,88451,18533.0,73456.0,700000.0,16765.0,65741.0,242341.0,6,54151,TECHNOLOGY ANALYST - US,PLANO-TX,17629,41.96
2015Q2,CERTIFIED,UT,584,602,20176.0,72166.0,482304.0,15600.0,60649.0,188427.0,5,54151,PROGRAMMER ANALYST,SALT LAKE CITY-UT,451,77.23
2015Q2,CERTIFIED,VA,8905,15375,22880.0,71301.0,725000.0,16827.0,64201.0,250806.0,6,54151,PROGRAMMER ANALYST,HERNDON-VA,5354,60.12
2015Q2,CERTIFIED,VI,16,16,34986.0,74277.0,300452.0,27250.0,59448.0,165651.0,5,44831,MARKET RESEARCH ANALYST,ST. THOMAS-VI,10,62.5
2015Q2,CERTIFIED,VT,128,128,25000.0,86003.0,249600.0,17014.0,75481.0,187200.0,5,54151,SOFTWARE ENGINEER,SOUTH BURLINGTON-VT,47,36.72
2015Q2,CERTIFIED,WA,5294,10187,25189.0,102156.0,521300.0,22360.0,81825.0,235061.0,6,54151,SOFTWARE ENGINEER,REDMOND-WA,4190,79.15
2015Q2,CERTIFIED,WI,1245,2213,26250.0,84748.0,593546.0,16570.0,68690.0,249570.0,6,54151,PROGRAMMER ANALYST,MILWAUKEE-WI,682,54.78
2015Q2,CERTIFIED,WV,89,125,28746.0,108133.0,375000.0,18940.0,67383.0,205192.0,6,61131,ASSISTANT PROFESSOR,MORGANTOWN-WV,82,92.13
2015Q2,CERTIFIED,WY,43,85,36858.0,121987.0,597460.0,35318.0,77785.0,249475.0,6,54161,SALES TECHNICAL SUPPORT SPECIALIST,JACKSON-WY,35,81.4
2015Q2,CERTIFIED-WITHDRAWN,AK,1,1,91120.0,91120.0,91120.0,84718.0,84718.0,84718.0,216,61131,RESEARCH ASSISTANT PROFESSOR,FAIRBANKS-AK,1,100.0
2015Q2,CERTIFIED-WITHDRAWN,AL,7,7,47742.0,88347.0,125000.0,46942.0,77676.0,101712.0,682,54151,SENIOR SOFTWARE ENGINEER,HUNTSVILLE-AL,4,57.14
2015Q2,CERTIFIED-WITHDRAWN,AR,23,23,32926.0,75665.0,155000.0,28683.0,60756.0,131269.0,419,61131,SENIOR SOFTWARE ENGINEER,BENTONVILLE-AR,16,69.57
2015Q2,CERTIFIED-WITHDRAWN,AZ,122,123,33842.0,78994.0,180000.0,32720.0,67748.0,172370.0,275,54151,SOFTWARE ENGINEER,PHOENIX-AZ,84,68.85
2015Q2,CERTIFIED-WITHDRAWN,CA,1409,1500,29120.0,97788.0,325000.0,28309.0,83211.0,208853.0,362,54151,SOFTWARE ENGINEER,SAN FRANCISCO-CA,1100,78.07
2015Q2,CERTIFIED-WITHDRAWN,CO,87,87,32760.0,77439.0,200000.0,30326.0,64675.0,132558.0,362,54151,RESEARCH ASSOCIATE,BOULDER-CO,58,66.67
2015Q2,CERTIFIED-WITHDRAWN,CT,130,134,40458.0,75845.0,200000.0,37440.0,65600.0,150654.0,535,54151,PROGRAMMER ANALYST,WINDSOR-CT,41,31.54
2015Q2,CERTIFIED-WITHDRAWN,DC,81,89,37918.0,76869.0,245000.0,23440.0,63705.0,128066.0,349,54151,COMPUTER PROGRAMMER,WASHINGTON-DC,40,49.38
2015Q2,CERTIFIED-WITHDRAWN,DE,34,38,36774.0,73628.0,115000.0,36774.0,63652.0,103168.0,236,54151,PROGRAMMER ANALYST,NEWARK-DE,13,38.24
2015Q2,CERTIFIED-WITHDRAWN,FL,106,133,32240.0,77675.0,443400.0,26437.0,60060.0,137592.0,240,54151,COMPUTER PROGRAMMER ANALYST,MIAMI-FL,81,76.42
2015Q2,CERTIFIED-WITHDRAWN,GA,272,274,28500.0,73647.0,385000.0,20420.0,58650.0,198910.0,461,54151,PROGRAMMER ANALYST,ATLANTA-GA,165,60.66
2015Q2,CERTIFIED-WITHDRAWN,HI,20,20,38148.0,55349.0,91824.0,35443.0,50549.0,91811.0,361,61131,MARKETING ANALYTICS SPECIALIST,HONOLULU-HI,19,95.0
2015Q2,CERTIFIED-WITHDRAWN,IA,26,29,37440.0,83479.0,198000.0,37357.0,70126.0,164299.0,464,61131,SYSTEMS ENGINEER,IOWA CITY-IA,23,88.46
2015Q2,CERTIFIED-WITHDRAWN,ID,8,8,21694.0,86426.0,126880.0,21694.0,71491.0,99798.0,231,33441,PHARMACIST,BOISE-ID,5,62.5
2015Q2,CERTIFIED-WITHDRAWN,IL,465,538,30160.0,78608.0,290000.0,28080.0,66687.0,195000.0,363,54151,PROGRAMMER ANALYST,CHICAGO-IL,245,52.69
2015Q2,CERTIFIED-WITHDRAWN,IN,67,75,33634.0,78233.0,251160.0,18616.0,57138.0,171500.0,491,61131,ASSISTANT PROFESSOR,INDIANAPOLIS-IN,63,94.03
2015Q2,CERTIFIED-WITHDRAWN,KS,16,20,38314.0,64253.0,160000.0,34278.0,51990.0,106288.0,214,61131,POSTDOCTORAL FELLOW,MANHATTAN-KS,16,100.0
2015Q2,CERTIFIED-WITHDRAWN,KY,89,89,42000.0,56711.0,145000.0,39686.0,54943.0,98509.0,295,54151,PROGRAMMER ANALYST,LOUISVILLE-KY,5,5.62
2015Q2,CERTIFIED-WITHDRAWN,LA,31,31,31200.0,67363.0,120000.0,30451.0,53162.0,91270.0,376,54151,POSTDOCTORAL RESEARCHER,BATON ROUGE-LA,17,54.84
2015Q2,CERTIFIED-WITHDRAWN,MA,322,322,33650.0,78003.0,416000.0,27643.0,65208.0,180211.0,378,54151,PROGRAMMER ANALYST,BOSTON-MA,272,84.47
2015Q2,CERTIFIED-WITHDRAWN,MD,152,152,31704.0,78498.0,364000.0,27352.0,62176.0,195208.0,385,54171,RESEARCH FELLOW,BALTIMORE-MD,87,57.24
2015Q2,CERTIFIED-WITHDRAWN,ME,1,1,80000.0,80000.0,80000.0,51792.0,51792.0,51792.0,147,54161,SENIOR PRINT PRODUCTION MANAGER,PORTLAND-ME,1,100.0
2015Q2,CERTIFIED-WITHDRAWN,MI,378,461,29355.0,405664.0,124800000.0,21195.0,64173.0,150342.0,365,54151,PROGRAMMER ANALYST,TROY-MI,227,60.05
2015Q2,CERTIFIED-WITHDRAWN,MN,73,73,40000.0,79488.0,400005.0,35860.0,71747.0,360006.0,547,54151,SOFTWARE ENGINEER,EDINA-MN,59,80.82
2015Q2,CERTIFIED-WITHDRAWN,MO,98,98,36000.0,74855.0,204422.0,26416.0,58623.0,134680.0,319,54151,PROGRAMMER ANALYST,CHESTERFIELD-MO,67,68.37
2015Q2,CERTIFIED-WITHDRAWN,MS,9,9,40352.0,138944.0,340000.0,37440.0,119602.0,324694.0,151,62111,VASCULAR SURGEON,JACKSON-MS,9,100.0
2015Q2,CERTIFIED-WITHDRAWN,MT,2,2,385000.0,522500.0,660000.0,169062.0,217344.0,265625.0,338,62211,MEDICAL ONCOLOGIST,BILLINGS-MT,2,100.0
2015Q2,CERTIFIED-WITHDRAWN,NC,447,447,33259.0,74777.0,192500.0,21965.0,64279.0,120099.0,186,54151,APPLICATION DEVELOPER,DURHAM-NC,177,39.6
2015Q2,CERTIFIED-WITHDRAWN,ND,4,4,43560.0,88652.0,204250.0,36795.0,40213.0,44580.0,192,56111,MARKETING ANALYST,FARGO-ND,3,75.0
2015Q2,CERTIFIED-WITHDRAWN,NE,18,18,44370.0,79720.0,118008.0,34715.0,64641.0,89565.0,385,54151,SOFTWARE ENGINEER,OMAHA-NE,10,55.56
2015Q2,CERTIFIED-WITHDRAWN,NH,26,26,40000.0,66460.0,132080.0,35339.0,54372.0,79789.0,379,54151,PROGRAMMER ANALYST,NASHUA-NH,17,65.38
2015Q2,CERTIFIED-WITHDRAWN,NJ,587,661,39166.0,275379.0,119059200.0,27102.0,64659.0,155834.0,328,54151,PROGRAMMER ANALYST,PISCATAWAY-NJ,237,40.37
2015Q2,CERTIFIED-WITHDRAWN,NM,8,8,40393.0,68740.0,135510.0,40393.0,52522.0,64501.0,31,54171,PHYSICAL THERAPIST,ALBUQUERQUE-NM,3,37.5
2015Q2,CERTIFIED-WITHDRAWN,NV,20,21,47549.0,89888.0,225500.0,47549.0,73759.0,190362.0,301,51121,SOFTWARE ENGINEER,LAS VEGAS-NV,16,80.0
2015Q2,CERTIFIED-WITHDRAWN,NY,509,521,27997.0,98898.0,700000.0,26312.0,77581.0,214032.0,407,52311,ASSOCIATE,NEW YORK-NY,408,80.16
2015Q2,CERTIFIED-WITHDRAWN,OH,158,162,25000.0,76199.0,305000.0,17680.0,64948.0,249059.0,388,54151,PROGRAMMER ANALYST,DUBLIN-OH,93,58.86
2015Q2,CERTIFIED-WITHDRAWN,OK,15,15,39042.0,54526.0,108000.0,39042.0,47807.0,67454.0,728,54151,PROGRAMMER ANALYST,TULSA-OK,8,53.33
2015Q2,CERTIFIED-WITHDRAWN,OR,23,23,33000.0,76761.0,130000.0,31429.0,66206.0,128773.0,369,61131,ASSISTANT PROFESSOR,CORVALLIS-OR,20,86.96
2015Q2,CERTIFIED-WITHDRAWN,PA,262,266,25724.0,80035.0,535600.0,17920.0,64362.0,307211.0,412,54151,PROGRAMMER ANALYST,NEWTOWN-PA,196,74.81
2015Q2,CERTIFIED-WITHDRAWN,PR,1,1,170000.0,170000.0,170000.0,86611.0,86611.0,86611.0,586,52311,PRODUCT DEVELOPMENT MANAGER,SAN JUAN-PR,1,100.0
2015Q2,CERTIFIED-WITHDRAWN,RI,27,28,50000.0,104616.0,138694.0,39083.0,83863.0,125778.0,462,44611,PHARMACIST,WOONSOCKET-RI,12,44.44
