quarter,result,fips,app_count,worker_count,min_yr_sal,avg_yr_sal,max_yr_sal,min_pw,avg_pw,max_pw,avg_decdur,naics5,job,empcity,samest,ssst
2015Q1,CERTIFIED,13077,1,1,73000.0,73000.0,73000.0,56784.0,56784.0,56784.0,6,62231,OCCUPATIONAL THERAPIST,NEWNAN-GA,1,100.0
2015Q1,CERTIFIED,13089,316,431,30243.0,75859.0,190000.0,26083.0,67381.0,135800.0,5,54151,PROGRAMMER ANALYST,ATLANTA-GA,194,61.39
2015Q1,CERTIFIED,13095,4,5,42513.0,84248.0,160000.0,38570.0,69698.0,135304.0,4,61111,PLACEMENT CONSULTANT,ALBANY-GA,4,100.0
2015Q1,CERTIFIED,13103,9,9,58465.0,88164.0,110178.0,56930.0,81280.0,101941.0,5,33641,TECHNICAL SPECIALIST I,SAVANNAH-GA,8,88.89
2015Q1,CERTIFIED,13107,1,1,55182.0,55182.0,55182.0,49733.0,49733.0,49733.0,6,54151,INFORMATION TECHNOLOGY PROJECT MANAGER,SWAINSBORO-GA,1,100.0
2015Q1,CERTIFIED,13111,1,1,42806.0,42806.0,42806.0,39853.0,39853.0,39853.0,6,62211,MEDICAL TECHNOLOGIST,BLAIRSVILLE-GA,1,100.0
2015Q1,CERTIFIED,13113,2,2,102129.0,108564.0,115000.0,81037.0,92737.0,104437.0,6,33531,SENIOR CONSULTANT,PEACHTREE CITY-GA,2,100.0
2015Q1,CERTIFIED,13117,69,69,53000.0,66082.0,110000.0,41080.0,57594.0,81432.0,5,54151,PROGRAMMER ANALYST,CUMMING-GA,27,39.13
2015Q1,CERTIFIED,13119,1,1,32000.0,32000.0,32000.0,26893.0,26893.0,26893.0,6,61131,MEN'S AND WOMEN'S TENNIS COACH,FRANKLIN SPRINGS-GA,1,100.0
2015Q1,CERTIFIED,13121,841,858,20940.0,82294.0,580000.0,20940.0,67874.0,231100.0,5,54151,PROGRAMMER ANALYST,ALPHARETTA-GA,466,55.41
2015Q1,CERTIFIED,13129,2,2,130000.0,190000.0,250000.0,87589.0,95389.0,103189.0,5,32615,SENIOR SYSTEMS SPECIALIST,CALHOUN-GA,2,100.0
2015Q1,CERTIFIED,13135,460,493,26000.0,75248.0,240000.0,19656.0,64413.0,166670.0,5,54151,PROGRAMMER ANALYST,NORCROSS-GA,169,36.74
2015Q1,CERTIFIED,13139,3,3,46717.0,112750.0,208000.0,46717.0,66227.0,83533.0,5,72111,STAFF ACCOUNTANT,GAINESVILLE-GA,2,66.67
2015Q1,CERTIFIED,13149,1,1,115000.0,115000.0,115000.0,90168.0,90168.0,90168.0,4,54151,SENIOR CONSULTANT,NEWNAN-GA,1,100.0
2015Q1,CERTIFIED,13155,1,1,180003.0,180003.0,180003.0,129002.0,129002.0,129002.0,6,62211,OBGYN,OCILLA-GA,1,100.0
2015Q1,CERTIFIED,13179,2,2,122720.0,122720.0,122720.0,74922.0,74922.0,74922.0,7,62311,PHYSICAL THERAPIST,MIDWAY-GA,2,100.0
2015Q1,CERTIFIED,13185,1,1,76992.0,76992.0,76992.0,38033.0,38033.0,38033.0,4,61131,ASSOCIATE PROFESSOR OF COMPUTER SCIENCE,VALDOSTA-GA,1,100.0
2015Q1,CERTIFIED,13187,2,2,42266.0,58485.0,74704.0,34210.0,46595.0,58980.0,6,61131,ASSISTANT PROFESSOR OF ART,DAHLONEGA-GA,2,100.0
2015Q1,CERTIFIED,13199,5,5,58500.0,65000.0,80000.0,47424.0,57658.0,65894.0,6,54161,ELECTRICAL ENGINEER,LAGRANGE-GA,5,100.0
2015Q1,CERTIFIED,13215,7,7,41870.0,110167.0,193000.0,41870.0,83629.0,123406.0,6,52239,"MANAGER, ACCOUNTING POLICY",COLUMBUS-GA,7,100.0
2015Q1,CERTIFIED,13217,1,1,500000.0,500000.0,500000.0,198910.0,198910.0,198910.0,8,32212,OPERATIONS MANAGER,CONYERS-GA,1,100.0
2015Q1,CERTIFIED,13223,2,2,71781.0,90890.0,110000.0,71781.0,75494.0,79206.0,5,31311,MECHANICAL & UTILITIES ENGINEER,POWDER SPRINGS-GA,2,100.0
2015Q1,CERTIFIED,13225,1,1,55000.0,55000.0,55000.0,43140.0,43140.0,43140.0,6,61131,ASSISTANT PROFESSOR OF MATHEMATICS,FORT VALLEY-GA,1,100.0
2015Q1,CERTIFIED,13245,17,17,32888.0,57114.0,235000.0,28954.0,41187.0,89773.0,5,61131,RESEARCH ASSOCIATE,AUGUSTA-GA,17,100.0
2015Q1,CERTIFIED,13261,1,1,75000.0,75000.0,75000.0,41640.0,41640.0,41640.0,6,61131,LECTURER,AMERICUS-GA,1,100.0
2015Q1,CERTIFIED,13267,1,1,49000.0,49000.0,49000.0,45302.0,45302.0,45302.0,4,11511,AGRONOMY/FARM PRODUCTION SENIOR MANAGER,GLENNVILLE-GA,1,100.0
2015Q1,CERTIFIED,13275,2,2,260000.0,260000.0,260000.0,187199.0,187199.0,187199.0,6,62211,NEPHROLGIST PHYSICIAN,THOMASVILLE-GA,2,100.0
2015Q1,CERTIFIED,13285,1,1,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,4,62211,FAMILY MEDICINE PHYSICIAN,LAGRANGE-GA,1,100.0
2015Q1,CERTIFIED,13303,1,1,53643.0,53643.0,53643.0,45136.0,45136.0,45136.0,6,6221,MEDICAL TECHNOLOGIST,SANDERSVILLE-GA,1,100.0
2015Q1,CERTIFIED,13313,16,24,48630.0,64065.0,85000.0,48630.0,63419.0,74672.0,6,62134,PHYSICAL THERAPIST,DALTON-GA,15,93.75
2015Q1,CERTIFIED,15003,40,40,38366.0,67029.0,140315.0,36733.0,58292.0,113630.0,5,61131,JUNIOR RESEARCHER,HONOLULU-HI,40,100.0
2015Q1,CERTIFIED,16001,7,7,50544.0,135275.0,200411.0,43950.0,95716.0,192295.0,6,11199,"SENIOR DIRECTOR, POTATO OPERATIONS",BOISE-ID,6,85.71
2015Q1,CERTIFIED,16005,4,4,45900.0,96894.0,151674.0,36816.0,47480.0,73299.0,5,61131,GEODETIC COORDINATOR,POCATELLO-ID,4,100.0
2015Q1,CERTIFIED,16013,1,1,37440.0,37440.0,37440.0,28475.0,28475.0,28475.0,6,54143,GRAPHIC DESIGNER,HAILEY-ID,1,100.0
2015Q1,CERTIFIED,16015,30,30,60000.0,100659.0,130000.0,50190.0,85244.0,115253.0,5,33441,ASIC VERIFICATION ENGINEER,BOISE-ID,13,43.33
2015Q1,CERTIFIED,16019,1,1,150483.0,150483.0,150483.0,124966.0,124966.0,124966.0,6,33992,VP MARKETING & SALES/MARKETING DEVELOPMENT MANAGER,RIGBY-ID,1,100.0
2015Q1,CERTIFIED,16027,1,1,68000.0,68000.0,68000.0,56805.0,56805.0,56805.0,6,54171,"RESEARCH ASSISTANT, BIOINFORMATICS",PARMA-ID,1,100.0
2015Q1,CERTIFIED,16053,1,1,80000.0,80000.0,80000.0,53872.0,53872.0,53872.0,7,31151,CHEESE RESEARCH AND DEVELOPMENT SCIENTIST II,TWIN FALLS-ID,1,100.0
2015Q1,CERTIFIED,16055,2,2,79955.0,102478.0,125000.0,79955.0,94078.0,108202.0,6,62151,EXECUTIVE DIRECTOR,COEUR D ALENE-ID,1,50.0
2015Q1,CERTIFIED,16057,1,1,38000.0,38000.0,38000.0,30510.0,30510.0,30510.0,6,61131,HEAD WOMEN'S TENNIS COACH,MOSCOW-ID,1,100.0
2015Q1,CERTIFIED,16069,1,1,76960.0,76960.0,76960.0,59883.0,59883.0,59883.0,5,62311,PHYSICAL THERAPIST,LEWISTON-ID,1,100.0
2015Q1,CERTIFIED,17001,1,1,225000.0,225000.0,225000.0,177466.0,177466.0,177466.0,7,56111,ADULT AND GENERAL PSYCHIATRIST,QUINCY-IL,1,100.0
2015Q1,CERTIFIED,17007,3,3,32552.0,67847.0,93488.0,32552.0,58441.0,87402.0,7,33451,ADMISSION COUNSELOR,ROCKFORD-IL,2,66.67
2015Q1,CERTIFIED,17019,27,27,40845.0,66773.0,135000.0,37794.0,53791.0,88691.0,5,61131,POSTDOCTORAL RESEARCH ASSOCIATE,URBANA-IL,24,88.89
2015Q1,CERTIFIED,17027,2,2,75495.0,84485.0,93475.0,62608.0,65676.0,68744.0,5,3399,CLINICAL MANAGER,LENEXA-KS,2,100.0
2015Q1,CERTIFIED,17031,3043,4269,29437.0,88134.0,400000.0,19530.0,77144.0,244234.0,5,5416,COMPUTER PROGRAMMER/CONFIGURER 2,CHICAGO-IL,857,28.16
2015Q1,CERTIFIED,17037,7,7,37733.0,58249.0,87152.0,26832.0,41164.0,63544.0,6,61131,RESEARCH ASSOCIATE,DEKALB-IL,7,100.0
2015Q1,CERTIFIED,17039,1,1,100000.0,100000.0,100000.0,97573.0,97573.0,97573.0,5,44611,PHARMACIST-IN-CHARGE,LEROY-IL,1,100.0
2015Q1,CERTIFIED,17043,348,525,36750.0,82469.0,320000.0,36296.0,71621.0,213158.0,5,54151,PROGRAMMER ANALYST,NAPERVILLE-IL,143,41.09
2015Q1,CERTIFIED,17049,5,5,100006.0,114999.0,134992.0,86112.0,90476.0,94931.0,5,62121,DENTIST,EFFINGHAM-IL,5,100.0
2015Q1,CERTIFIED,17077,9,9,43200.0,261235.0,575000.0,33197.0,107900.0,180000.0,6,62111,ONCOLOGY SURGEON,CARBONDALE-IL,9,100.0
2015Q1,CERTIFIED,17081,2,2,400000.0,400000.0,400000.0,130998.0,144580.0,158163.0,6,62111,PULMONOLOGIST/CRITICAL CARE,MT. VERNON-IL,2,100.0
2015Q1,CERTIFIED,17089,59,59,40000.0,82809.0,200000.0,36296.0,67480.0,99757.0,6,54151,GUEST SCIENTIST,BATAVIA-IL,42,71.19
2015Q1,CERTIFIED,17091,3,3,57611.0,194588.0,386152.0,54725.0,125180.0,228400.0,6,32591,SUPPLY CHAIN COORDINATOR-RAW MATERIAL PURCHASING & SALES,KANKAKEE-IL,2,66.67
2015Q1,CERTIFIED,17093,1,1,58600.0,58600.0,58600.0,57179.0,57179.0,57179.0,6,54151,PROGRAMMER ANALYST,PLAINFIELD-IL,1,100.0
2015Q1,CERTIFIED,17097,243,282,42436.0,92531.0,350000.0,34861.0,76454.0,142314.0,6,52221,PROGRAMMER ANALYST,RIVERWOODS-IL,150,61.73
2015Q1,CERTIFIED,17099,1,1,88500.0,88500.0,88500.0,76378.0,76378.0,76378.0,6,54138,SHARE POINT ADMINISTRATOR,PERU-IL,1,100.0
2015Q1,CERTIFIED,17103,3,3,67121.0,144747.0,300000.0,66664.0,84122.0,119038.0,4,6221,PHYSICAL THERAPIST,DIXON-IL,3,100.0
2015Q1,CERTIFIED,17109,1,1,67000.0,67000.0,67000.0,65562.0,65562.0,65562.0,6,48851,PROJECT ENGINEER,MACOMB-IL,1,100.0
2015Q1,CERTIFIED,17111,15,15,64954.0,88048.0,110000.0,46405.0,75100.0,96845.0,5,33531,APPLICATION ENGINEER,PALATINE-IL,2,13.33
2015Q1,CERTIFIED,17113,17,17,60000.0,77967.0,144165.0,48400.0,69305.0,119330.0,6,54151,TECHNICAL ANALYST,BLOOMINGTON-IL,11,64.71
2015Q1,CERTIFIED,17115,6,6,75012.0,107974.0,137500.0,50024.0,84483.0,102461.0,6,31131,"MANAGER, ICD, SALES & COMMODITIES APPLICATION DEVELOPMENT",DECATUR-IL,6,100.0
2015Q1,CERTIFIED,17143,68,69,62400.0,88659.0,210000.0,46051.0,70493.0,197621.0,5,33312,DESIGN ENGINEER,PEORIA-IL,55,80.88
2015Q1,CERTIFIED,17161,82,86,60000.0,70641.0,211680.0,46238.0,66647.0,139548.0,5,54151,PROGRAMMER ANALYST,EAST MOLINE-IL,39,47.56
2015Q1,CERTIFIED,17163,2,2,62462.0,77481.0,92500.0,51043.0,54371.0,57699.0,6,62211,VALIDATION ENGINEER,SAUGET-IL,2,100.0
2015Q1,CERTIFIED,17167,77,77,42328.0,79325.0,249600.0,42328.0,68954.0,177466.0,6,54151,PROGRAMMER ANALYST,SPRINGFIELD-IL,22,28.57
2015Q1,CERTIFIED,17169,1,1,181720.0,181720.0,181720.0,177819.0,177819.0,177819.0,6,62211,PHYSICIAN,RUSHVILLE-IL,1,100.0
2015Q1,CERTIFIED,17179,5,5,56000.0,76205.0,102679.0,51854.0,71331.0,93038.0,6,54133,SENIOR PROJECT ENGINEER,EAST PEORIA-IL,4,80.0
2015Q1,CERTIFIED,17183,1,1,32053.0,32053.0,32053.0,32053.0,32053.0,32053.0,6,53131,MARKET RESEARCH ANALYST,DANVILLE-IL,1,100.0
2015Q1,CERTIFIED,17197,39,39,43926.0,71027.0,102669.0,39853.0,64693.0,102669.0,6,54151,PROGRAMMER ANALYST,NAPERVILLE-IL,18,46.15
2015Q1,CERTIFIED,17199,2,2,275000.0,275000.0,275000.0,123074.0,123074.0,123074.0,7,62111,OB-GYN PHYSICIAN,CARTERVILLE-IL,2,100.0
2015Q1,CERTIFIED,17201,5,5,31803.0,79741.0,106000.0,31803.0,64738.0,79227.0,6,33231,PROGRAM MANAGER,ROCKFORD-IL,4,80.0
2015Q1,CERTIFIED,18001,2,2,52000.0,52458.0,52915.0,43930.0,48422.0,52915.0,6,5415,SYSTEMS ADMINISTRATOR,BERNE-IN,2,100.0
2015Q1,CERTIFIED,18003,4,4,43100.0,75275.0,150000.0,42141.0,52077.0,74547.0,6,54151,PRODUCT MANAGER: MANUFACTURING BUSINESS PORTFOLIO,FORT WAYNE-IN,4,100.0
2015Q1,CERTIFIED,18005,1,1,79438.0,79438.0,79438.0,74755.0,74755.0,74755.0,7,5415,PROGRAM MANAGER,COLUMBUS-IN,1,100.0
2015Q1,CERTIFIED,18011,23,23,28500.0,87632.0,120869.0,27331.0,71722.0,105539.0,5,22112,SENIOR APPLICATION DEVELOPER,CARMEL-IN,19,82.61
2015Q1,CERTIFIED,18013,12,12,54080.0,73207.0,105000.0,50440.0,66868.0,103750.0,5,5415,CONTROLS ENGINEER,COLUMBUS-IN,7,58.33
2015Q1,CERTIFIED,18015,3,4,50000.0,170833.0,242500.0,48755.0,140809.0,198723.0,6,62111,PHYSICIAN - NEUROLOGIST,LAFAYETTE-IN,3,100.0
2015Q1,CERTIFIED,18019,5,5,55000.0,78000.0,107500.0,49358.0,62264.0,72114.0,5,62211,OPERATIONS ANALYST,NEW ALBANY-IN,4,80.0
2015Q1,CERTIFIED,18021,1,1,85000.0,85000.0,85000.0,79061.0,79061.0,79061.0,6,33631,FEA ENGINEER,TERRE HAUTE-IN,1,100.0
2015Q1,CERTIFIED,18033,1,1,80000.0,80000.0,80000.0,70054.0,70054.0,70054.0,6,54151,DYNAMICS AX SOFTWARE DEVELOPER,WATERLOO-IN,1,100.0
2015Q1,CERTIFIED,18035,3,3,59000.0,61530.0,65000.0,42250.0,53430.0,60590.0,6,61131,ASSISTANT PROFESSOR OF CONSTRUCTION MANAGEMENT,MUNCIE-IN,3,100.0
2015Q1,CERTIFIED,18037,1,1,85000.0,85000.0,85000.0,73757.0,73757.0,73757.0,4,33711,SENIOR ANALYST - BUSINESS INTELLIGENCE,JASPER-IN,1,100.0
2015Q1,CERTIFIED,18039,1,1,71884.0,71884.0,71884.0,64522.0,64522.0,64522.0,6,3344,DESIGN ENGINEER/ANALYST - SENIOR,ELKHART-IN,1,100.0
2015Q1,CERTIFIED,18047,3,3,70000.0,74137.0,81912.0,66726.0,67919.0,70304.0,6,33631,LEVEL 2 DESIGN ENGINEER,CONNERSVILLE-IN,3,100.0
2015Q1,CERTIFIED,18053,1,1,45689.0,45689.0,45689.0,45689.0,45689.0,45689.0,6,92311,HIGH SCHOOL CHINESE TEACHER,MARION-IN,1,100.0
2015Q1,CERTIFIED,18055,1,1,62638.0,62638.0,62638.0,61277.0,61277.0,61277.0,6,54161,SYSTEMS/DATABASE ANALYST,BLOOMINGTON-IN,1,100.0
2015Q1,CERTIFIED,18057,40,40,40000.0,88153.0,425000.0,34278.0,64078.0,138882.0,6,54151,PROGRAMMER ANALYST,INDIANAPOLIS-IN,25,62.5
2015Q1,CERTIFIED,18063,6,6,63000.0,75831.0,105000.0,46280.0,62237.0,89544.0,6,54151,NETWORK ENGINEER,INDIANAPOLIS-IN,5,83.33
2015Q1,CERTIFIED,18069,1,1,52000.0,52000.0,52000.0,46675.0,46675.0,46675.0,6,23622,PROJECT MANAGER/COORDINATOR,SOUTH WHITLEY-IN,1,100.0
2015Q1,CERTIFIED,18079,3,3,65800.0,81267.0,91000.0,63981.0,76364.0,90792.0,6,3363,VALIDATION SPECIALIST,SEYMOUR-IN,3,100.0
2015Q1,CERTIFIED,18081,1,1,72800.0,72800.0,72800.0,59030.0,59030.0,59030.0,6,62134,PHYSICAL THERAPIST,GREENWOOD-IN,1,100.0
2015Q1,CERTIFIED,18085,7,7,57637.0,82228.0,131000.0,57637.0,70684.0,77688.0,6,33911,DEMAND PLANNING MANAGER,WARSAW-IN,6,85.71
2015Q1,CERTIFIED,18087,2,2,312000.0,312000.0,312000.0,166608.0,166608.0,166608.0,6,62111,HOSPITALIST,LAGRANGE-IN,2,100.0
2015Q1,CERTIFIED,18089,7,7,43500.0,91722.0,195000.0,39333.0,75103.0,169146.0,6,62111,MEDICAL TECHNOLOGIST,LOWELL-IN,5,71.43
2015Q1,CERTIFIED,18095,4,4,74000.0,96500.0,135000.0,63482.0,89892.0,125507.0,5,54133,PROJECT ENGINEER,ANDERSON-IN,1,25.0
2015Q1,CERTIFIED,18097,118,121,37794.0,84707.0,233418.0,34133.0,66914.0,184558.0,5,54151,PROGRAMMER ANALYST,INDIANAPOLIS-IN,49,41.53
2015Q1,CERTIFIED,18105,25,25,36000.0,74949.0,158000.0,32000.0,57483.0,108118.0,5,61131,ASSISTANT PROFESSOR,BLOOMINGTON-IN,24,96.0
2015Q1,CERTIFIED,18127,2,2,65000.0,84214.0,103428.0,52894.0,57366.0,61838.0,7,33351,"SALES ENGINEER, COATING DIVISION/ASSISTANT MANAGER",VALPARAISO-IN,1,50.0
2015Q1,CERTIFIED,18129,1,1,100000.0,100000.0,100000.0,87214.0,87214.0,87214.0,7,32521,SENIOR SCIENTIST,MOUNT VERNON-IN,1,100.0
2015Q1,CERTIFIED,18137,12,12,62000.0,79781.0,98532.0,53040.0,66931.0,85010.0,5,42345,SENIOR ENGINEER,BATESVILLE-IN,10,83.33
2015Q1,CERTIFIED,18141,17,17,40123.0,72923.0,127794.0,39832.0,54856.0,93808.0,6,61131,SENIOR RESEARCH ASSOCIATE IN BIOLOGICAL SCIENCES,NOTRE DAME-IN,16,94.12
2015Q1,CERTIFIED,18145,1,1,65732.0,65732.0,65732.0,54413.0,54413.0,54413.0,6,33351,DIE CAST ENGINEER,SHELBYVILLE-IN,1,100.0
2015Q1,CERTIFIED,18157,13,34,42000.0,64964.0,100000.0,34840.0,53202.0,89066.0,5,61131,POST DOCTORAL RESEARCH ASSOCIATE,WEST LAFAYETTE-IN,12,92.31
2015Q1,CERTIFIED,18163,13,29,42549.0,90240.0,175000.0,40014.0,78124.0,135325.0,5,54199,PROJECT ENGINEER III,EVANSVILLE-IN,7,53.85
2015Q1,CERTIFIED,18167,2,2,53321.0,74649.0,95977.0,53186.0,70463.0,87740.0,4,61131,ASSOCIATE PROFESSOR OF PHYSICAL THERAPY,TERRE HAUTE-IN,2,100.0
2015Q1,CERTIFIED,18177,1,1,67500.0,67500.0,67500.0,64173.0,64173.0,64173.0,6,33621,QUALITY ENGINEER,HAGERSTOWN-IN,1,100.0
2015Q1,CERTIFIED,19001,1,1,60000.0,60000.0,60000.0,48568.0,48568.0,48568.0,6,62211,PERFORMANCE EXCELLENCE (PEX) COORDINATOR,GREENFIELD-IA,1,100.0
2015Q1,CERTIFIED,19033,3,3,55000.0,55000.0,55000.0,53830.0,53830.0,53830.0,6,62211,FAMILY MEDICNE RESIDENT,MASON CITY-IA,3,100.0
2015Q1,CERTIFIED,19049,5,5,72000.0,85233.0,115000.0,65666.0,82002.0,109762.0,6,51821,DATABASE ADMINISTRATOR,WAUKEE-IA,1,20.0
2015Q1,CERTIFIED,19061,7,7,41250.0,65714.0,80000.0,38917.0,60421.0,72530.0,5,54151,SENIOR PROGRAMMER ANALYST,DUBUQUE-IA,2,28.57
2015Q1,CERTIFIED,19063,1,1,54330.0,54330.0,54330.0,51355.0,51355.0,51355.0,6,62151,MEDICAL TECHNOLOGIST,ESTHERVILLE-IA,1,100.0
2015Q1,CERTIFIED,19101,3,3,42672.0,53461.0,65712.0,42598.0,49338.0,57866.0,5,61131,DIRECTOR OF DE MBA PROGRAM,FAIRFIELD-IA,3,100.0
2015Q1,CERTIFIED,19103,29,29,36244.0,62975.0,140058.0,33197.0,56614.0,119891.0,6,61131,POSTDOCTORAL RESEARCH SCHOLAR,IOWA CITY-IA,27,93.1
2015Q1,CERTIFIED,19113,22,60,49754.0,91428.0,250000.0,49754.0,77411.0,179317.0,6,33640,ANALYST/PROGRAMMER,CEDAR RAPIDS-IA,16,72.73
2015Q1,CERTIFIED,19115,1,1,73000.0,73000.0,73000.0,42682.0,42682.0,42682.0,6,33721,"BUSINESS ANALYST, EBUSINESS",MUSCATINE-IA,1,100.0
2015Q1,CERTIFIED,19125,2,2,50960.0,73988.0,97017.0,44990.0,64626.0,84261.0,6,62151,MEDICAL TECHNOLOGIST,PELLA-IA,2,100.0
2015Q1,CERTIFIED,19153,94,94,49896.0,85804.0,330000.0,35500.0,70312.0,198162.0,5,54151,BUSINESS ANALYST,CLIVE-IA,44,46.81
2015Q1,CERTIFIED,19163,5,5,71500.0,123357.0,220000.0,30347.0,83045.0,142210.0,5,61131,PRODUCT ENGINEER - RIDE DYNAMICS,DAVENPORT-IA,5,100.0
2015Q1,CERTIFIED,19169,41,41,31787.0,56734.0,119995.0,31366.0,48755.0,82160.0,5,61131,POSTDOCTORAL RESEARCH ASSOCIATE,AMES-IA,37,90.24
2015Q1,CERTIFIED,19177,1,1,75031.0,75031.0,75031.0,70346.0,70346.0,70346.0,7,42374,ENERGY MANAGER,KEOSAUQUA-IA,1,100.0
2015Q1,CERTIFIED,19193,6,7,144627.0,281604.0,325000.0,118040.0,174663.0,228200.0,6,62211,PULMONOLOGIST,SIOUX CITY-IA,5,83.33
2015Q1,CERTIFIED,20003,1,1,73250.0,73250.0,73250.0,66310.0,66310.0,66310.0,6,54194,ASSOCIATE VETERINARIAN,GARNETT-KS,1,100.0
2015Q1,CERTIFIED,20009,1,1,140000.0,140000.0,140000.0,118123.0,118123.0,118123.0,6,62111,PEDIATRICIAN,GREAT BEND-KS,1,100.0
2015Q1,CERTIFIED,20015,1,1,63625.0,63625.0,63625.0,57803.0,57803.0,57803.0,5,31332,MATERIALS AND PROCESS ENGINEER,NEWTON CITY/COUNTY AIRPORT-KS,1,100.0
2015Q1,CERTIFIED,20021,3,3,41616.0,43662.0,47754.0,40352.0,40678.0,41330.0,6,61131,RESEARCH ASSOCIATE,PITTSBURG-KS,3,100.0
2015Q1,CERTIFIED,20037,1,1,44720.0,44720.0,44720.0,41413.0,41413.0,41413.0,6,62211,MEDICAL TECHNOLOGIST,GIRARD-KS,1,100.0
2015Q1,CERTIFIED,20045,11,11,39915.0,58924.0,72000.0,31050.0,49697.0,69326.0,6,61131,RESEARCH ASSOCIATE,LAWRENCE-KS,11,100.0
2015Q1,CERTIFIED,20059,1,1,62000.0,62000.0,62000.0,40530.0,40530.0,40530.0,6,61131,ASST. PROFESSOR OF EDUCATION & DIRECTOR OF K-12 PARTNERS,OTTAWA-KS,1,100.0
2015Q1,CERTIFIED,20079,1,1,31000.0,31000.0,31000.0,30640.0,30640.0,30640.0,6,6113,BUSINESS INSTRUCTOR,NORTH NEWTON-KS,1,100.0
2015Q1,CERTIFIED,20091,134,134,37443.0,77715.0,320000.0,37443.0,68533.0,130395.0,5,54151,PROGRAMMER ANALYST,OVERLAND PARK-KS,53,39.55
2015Q1,CERTIFIED,20103,1,1,27040.0,27040.0,27040.0,26250.0,26250.0,26250.0,4,62411,PROVIDER,BASEHOR-KS,1,100.0
2015Q1,CERTIFIED,20149,1,1,42650.0,42650.0,42650.0,38770.0,38770.0,38770.0,6,61111,TEACHER,ST. MARY'S-KS,1,100.0
2015Q1,CERTIFIED,20159,1,1,260000.0,260000.0,260000.0,187199.0,187199.0,187199.0,6,62111,ORTHOPEDIC SURGEON (FOOT AND ANKLE),HUTCHINSON-KS,1,100.0
2015Q1,CERTIFIED,20161,5,5,42021.0,58055.0,98000.0,31949.0,46894.0,65887.0,6,61131,POST DOCTORAL FELLOW,MANHATTAN-KS,5,100.0
2015Q1,CERTIFIED,20173,10,10,67433.0,131725.0,290000.0,58718.0,83608.0,110594.0,6,33641,NEUROLOGIST-EPILEPTOLOGIST,WICHITA-KS,7,70.0
2015Q1,CERTIFIED,20175,1,1,78000.0,78000.0,78000.0,75837.0,75837.0,75837.0,6,3115,QUALITY ASSURANCE MANAGER,HUGOTON-KS,1,100.0
2015Q1,CERTIFIED,20177,7,7,60500.0,147578.0,176012.0,46904.0,121567.0,171350.0,6,62211,PHYSICIAN,TOPEKA-KS,6,85.71
2015Q1,CERTIFIED,20179,1,1,43940.0,43940.0,43940.0,41413.0,41413.0,41413.0,4,62211,MEDICAL TECHNOLOGIST,GOODLAND-KS,1,100.0
2015Q1,CERTIFIED,20209,12,12,39900.0,116004.0,240000.0,37794.0,61583.0,91610.0,5,61131,ASSISTANT PROFESSOR,KANSAS CITY-KS,12,100.0
2015Q1,CERTIFIED,21011,1,1,59671.0,59671.0,59671.0,56080.0,56080.0,56080.0,7,6113,ASSOCIATE PROFESSOR,MOREHEAD-KY,1,100.0
2015Q1,CERTIFIED,21015,3,3,69000.0,76293.0,85000.0,39707.0,61499.0,77106.0,6,54161,DATA ARCHITECT,HEBRON-KY,3,100.0
2015Q1,CERTIFIED,21029,30,30,35194.0,69863.0,99950.0,35194.0,63114.0,99902.0,5,54150,SOFTWARE ENGINEER,LOUISVILLE-KY,8,26.67
2015Q1,CERTIFIED,21041,1,1,81900.0,81900.0,81900.0,81869.0,81869.0,81869.0,6,54151,SYSTEMS  ANALYST,SANDERS-KY,1,100.0
2015Q1,CERTIFIED,21045,1,1,57408.0,57408.0,57408.0,57408.0,57408.0,57408.0,6,33351,INTERNATIONAL BUSINESS ANALYST,STANFORD-KY,1,100.0
2015Q1,CERTIFIED,21059,1,2,67413.0,67413.0,67413.0,67413.0,67413.0,67413.0,6,33441,ELECTRICAL ENGINEER,OWENSBORO-KY,1,100.0
2015Q1,CERTIFIED,21067,25,30,39678.0,104466.0,525000.0,34910.0,71921.0,209310.0,5,61131,STAFF MEDICAL TECHNOLOGIST,LEXINGTON-KY,21,84.0
2015Q1,CERTIFIED,21089,1,1,300000.0,300000.0,300000.0,234458.0,234458.0,234458.0,6,62111,HEMATOLOGIST/ONCOLOGIST,ASHLAND-KY,1,100.0
2015Q1,CERTIFIED,21111,169,204,29245.0,73190.0,700000.0,29245.0,59565.0,166837.0,5,54151,PROGRAMMER ANALYST,LOUISVILLE-KY,27,15.98
2015Q1,CERTIFIED,21117,9,9,36000.0,60094.0,100800.0,32800.0,52959.0,80579.0,5,54151,SR. JAVA DEVELOPER,FLORENCE-KY,4,44.44
2015Q1,CERTIFIED,21139,1,1,98750.0,98750.0,98750.0,69638.0,69638.0,69638.0,4,33531,REQUIREMENTS ENGINEER - SYSTEM,MARION-KY,1,100.0
2015Q1,CERTIFIED,21141,1,1,71757.0,71757.0,71757.0,63294.0,63294.0,63294.0,6,33121,QA ENGINEER,LITTLE ROCK-AR,1,100.0
2015Q1,CERTIFIED,21151,3,3,18230.0,40743.0,52000.0,18230.0,37430.0,47030.0,6,61131,ASSISTANT PROFESSOR,RICHMOND-KY,3,100.0
